"1", "2", "3", "4", "5"
0.43, 0.246, 0.094, 0.15, 0.08
0.174, 0.142, 0.286, 0.248, 0.15
0.166, 0.318, 0.202, 0.204, 0.11
0.132, 0.07, 0.658, 0.102, 0.038
0.196, 0.214, 0.22, 0.218, 0.152
0.022, 0.036, 0.742, 0.032, 0.168
0.324, 0.234, 0.044, 0.182, 0.216
0.032, 0.026, 0.066, 0.632, 0.244
0.132, 0.066, 0.148, 0.542, 0.112
0.114, 0.09, 0.238, 0.446, 0.112
0.118, 0.142, 0.186, 0.158, 0.396
0.24, 0.16, 0.264, 0.214, 0.122
0.658, 0.086, 0.072, 0.134, 0.05
0.14, 0.15, 0.348, 0.192, 0.17
0.148, 0.282, 0.218, 0.21, 0.142
0.198, 0.23, 0.206, 0.25, 0.116
0.17, 0.108, 0.13, 0.14, 0.452
0.174, 0.034, 0.492, 0.142, 0.158
0.122, 0.164, 0.214, 0.4, 0.1
0.05, 0.112, 0.208, 0.208, 0.422
0.132, 0.104, 0.38, 0.194, 0.19
0.384, 0.256, 0.17, 0.134, 0.056
0.052, 0.182, 0.168, 0.482, 0.116
0.162, 0.14, 0.112, 0.478, 0.108
0.284, 0.188, 0.17, 0.188, 0.17
0.166, 0.334, 0.224, 0.16, 0.116
0.052, 0.038, 0.016, 0.106, 0.788
0.172, 0.194, 0.258, 0.18, 0.196
0.502, 0.26, 0.026, 0.134, 0.078
0.216, 0.266, 0.192, 0.188, 0.138
0.026, 0.032, 0.03, 0.876, 0.036
0.032, 0.012, 0.01, 0.93, 0.016
0.21, 0.276, 0.14, 0.158, 0.216
0.334, 0.174, 0.08, 0.142, 0.27
0.22, 0.392, 0.04, 0.28, 0.068
0.096, 0.268, 0.176, 0.228, 0.232
0.202, 0.236, 0.226, 0.22, 0.116
0.236, 0.17, 0.132, 0.308, 0.154
0.104, 0.614, 0.014, 0.062, 0.206
0.122, 0.07, 0.124, 0.138, 0.546
0.066, 0.244, 0.628, 0.044, 0.018
0.284, 0.296, 0.208, 0.134, 0.078
0.19, 0.168, 0.122, 0.158, 0.362
0.272, 0.246, 0.258, 0.126, 0.098
0.03, 0.098, 0.442, 0.384, 0.046
0.182, 0.164, 0.068, 0.432, 0.154
0.316, 0.138, 0.378, 0.12, 0.048
0.082, 0.12, 0.372, 0.256, 0.17
0.316, 0.212, 0.168, 0.12, 0.184
0.288, 0.542, 0.056, 0.1, 0.014
0.074, 0.034, 0.79, 0.064, 0.038
0.45, 0.3, 0.038, 0.106, 0.106
0.212, 0.426, 0.114, 0.166, 0.082
0.102, 0.078, 0.06, 0.398, 0.362
0.19, 0.144, 0.064, 0.254, 0.348
0.228, 0.322, 0.23, 0.17, 0.05
0.238, 0.226, 0.182, 0.192, 0.162
0.2, 0.334, 0.296, 0.108, 0.062
0.09, 0.166, 0.436, 0.166, 0.142
0.224, 0.254, 0.176, 0.144, 0.202
0.234, 0.186, 0.106, 0.368, 0.106
0.038, 0.096, 0.782, 0.046, 0.038
0.152, 0.094, 0.116, 0.156, 0.482
0.122, 0.186, 0.486, 0.162, 0.044
0.298, 0.23, 0.188, 0.13, 0.154
0.408, 0.342, 0.048, 0.196, 0.006
0.33, 0.224, 0.16, 0.182, 0.104
0.236, 0.1, 0.43, 0.2, 0.034
0.162, 0.252, 0.31, 0.172, 0.104
0.01, 0.054, 0.844, 0.058, 0.034
0.136, 0.15, 0.028, 0.446, 0.24
0.294, 0.254, 0.198, 0.166, 0.088
0.288, 0.24, 0.104, 0.154, 0.214
0.098, 0.152, 0.192, 0.238, 0.32
0.284, 0.196, 0.108, 0.348, 0.064
0.336, 0.174, 0.176, 0.154, 0.16
0.244, 0.14, 0.12, 0.19, 0.306
0.294, 0.246, 0.14, 0.292, 0.028
0.19, 0.246, 0.102, 0.324, 0.138
0.228, 0.274, 0.106, 0.152, 0.24
0.25, 0.156, 0.176, 0.172, 0.246
0.324, 0.184, 0.192, 0.152, 0.148
0.214, 0.12, 0.058, 0.39, 0.218
0.402, 0.24, 0.098, 0.156, 0.104
0.38, 0.156, 0.268, 0.156, 0.04
0.046, 0.142, 0.086, 0.696, 0.03
0.338, 0.302, 0.04, 0.194, 0.126
0.154, 0.166, 0.396, 0.136, 0.148
0.38, 0.178, 0.136, 0.18, 0.126
0.094, 0.062, 0.212, 0.366, 0.266
0.162, 0.07, 0.512, 0.144, 0.112
0.256, 0.23, 0.242, 0.21, 0.062
0.202, 0.308, 0.108, 0.2, 0.182
0.366, 0.326, 0.04, 0.17, 0.098
0.32, 0.224, 0.178, 0.202, 0.076
0.316, 0.05, 0.028, 0.092, 0.514
0.174, 0.062, 0.112, 0.318, 0.334
0.164, 0.142, 0.302, 0.252, 0.14
0.064, 0.05, 0.13, 0.088, 0.668
0.194, 0.16, 0.238, 0.264, 0.144
0.042, 0.05, 0.11, 0.756, 0.042
0.108, 0.192, 0.218, 0.392, 0.09
0.148, 0.4, 0.086, 0.208, 0.158
0.224, 0.438, 0.152, 0.1, 0.086
0.31, 0.224, 0.112, 0.098, 0.256
0.058, 0.128, 0.462, 0.228, 0.124
0.154, 0.182, 0.388, 0.198, 0.078
0.2, 0.174, 0.186, 0.18, 0.26
0.426, 0.3, 0.016, 0.242, 0.016
0.146, 0.116, 0.206, 0.336, 0.196
0.212, 0.246, 0.322, 0.086, 0.134
0.016, 0.01, 0.854, 0.106, 0.014
0.114, 0.154, 0.182, 0.394, 0.156
0.008, 0.986, 0, 0.006, 0
0.164, 0.096, 0.284, 0.236, 0.22
0.086, 0.124, 0.13, 0.26, 0.4
0.338, 0.144, 0.142, 0.128, 0.248
0.28, 0.128, 0.232, 0.182, 0.178
0.132, 0.062, 0.026, 0.67, 0.11
0.286, 0.382, 0.058, 0.178, 0.096
0.024, 0.028, 0.348, 0.522, 0.078
0.21, 0.254, 0.198, 0.158, 0.18
0.03, 0.042, 0.05, 0.022, 0.856
0.156, 0.158, 0.084, 0.444, 0.158
0.224, 0.184, 0.372, 0.178, 0.042
0.094, 0.244, 0.07, 0.152, 0.44
0.458, 0.242, 0.098, 0.094, 0.108
0.24, 0.584, 0.064, 0.054, 0.058
0.188, 0.082, 0.106, 0.43, 0.194
0.074, 0.046, 0.216, 0.062, 0.602
0.074, 0.098, 0.108, 0.116, 0.604
0.016, 0.052, 0.048, 0.876, 0.008
0.118, 0.15, 0.338, 0.296, 0.098
0.25, 0.176, 0.272, 0.224, 0.078
0.234, 0.17, 0.176, 0.302, 0.118
0.118, 0.082, 0.184, 0.422, 0.194
0.108, 0.222, 0.316, 0.226, 0.128
0.134, 0.092, 0.026, 0.124, 0.624
0.182, 0.15, 0.402, 0.17, 0.096
0.128, 0.354, 0.222, 0.168, 0.128
0.24, 0.13, 0.27, 0.106, 0.254
0.106, 0.066, 0.156, 0.384, 0.288
0.132, 0.124, 0.2, 0.392, 0.152
0.17, 0.194, 0.422, 0.158, 0.056
0.148, 0.2, 0.078, 0.166, 0.408
0.27, 0.326, 0.204, 0.14, 0.06
0.178, 0.382, 0.118, 0.114, 0.208
0.224, 0.28, 0.17, 0.242, 0.084
0.016, 0.144, 0.164, 0.25, 0.426
0.288, 0.22, 0.082, 0.226, 0.184
0.016, 0.018, 0.92, 0.03, 0.016
0.264, 0.232, 0.224, 0.18, 0.1
0.022, 0.018, 0.862, 0.084, 0.014
0.216, 0.27, 0.112, 0.314, 0.088
0.322, 0.094, 0.182, 0.216, 0.186
0.228, 0.244, 0.15, 0.102, 0.276
0.032, 0.026, 0.032, 0.118, 0.792
0.29, 0.172, 0.164, 0.318, 0.056
0.378, 0.242, 0.132, 0.126, 0.122
0.026, 0.064, 0.074, 0.124, 0.712
0.414, 0.226, 0.164, 0.138, 0.058
0.116, 0.042, 0.168, 0.09, 0.584
0.236, 0.188, 0.13, 0.4, 0.046
0.348, 0.376, 0.044, 0.062, 0.17
0.286, 0.346, 0.114, 0.086, 0.168
0.14, 0.196, 0.52, 0.1, 0.044
0.026, 0.012, 0.9, 0.03, 0.032
0.236, 0.334, 0.014, 0.186, 0.23
0.248, 0.284, 0.074, 0.302, 0.092
0.098, 0.238, 0.27, 0.172, 0.222
0.076, 0.076, 0.352, 0.262, 0.234
0.162, 0.156, 0.288, 0.324, 0.07
0.094, 0.116, 0.174, 0.384, 0.232
0.152, 0.2, 0.332, 0.156, 0.16
0.244, 0.236, 0.168, 0.33, 0.022
0.174, 0.188, 0.246, 0.302, 0.09
0.01, 0.002, 0.004, 0.004, 0.98
0.008, 0.03, 0.934, 0.016, 0.012
0.224, 0.064, 0.078, 0.342, 0.292
0.268, 0.278, 0.108, 0.174, 0.172
0.5, 0.394, 0.012, 0.076, 0.018
0.146, 0.096, 0.126, 0.204, 0.428
0.242, 0.096, 0.134, 0.186, 0.342
0.062, 0.038, 0.202, 0.654, 0.044
0.32, 0.216, 0.16, 0.218, 0.086
0.37, 0.15, 0.066, 0.352, 0.062
0.242, 0.34, 0.112, 0.206, 0.1
0.242, 0.178, 0.214, 0.174, 0.192
0.076, 0.64, 0.074, 0.174, 0.036
0.11, 0.172, 0.376, 0.162, 0.18
0.438, 0.204, 0.164, 0.136, 0.058
0.32, 0.252, 0.194, 0.134, 0.1
0.012, 0.014, 0.158, 0.738, 0.078
0.178, 0.208, 0.2, 0.2, 0.214
0.026, 0.122, 0.172, 0.318, 0.362
0.104, 0.192, 0.128, 0.168, 0.408
0.014, 0.022, 0.034, 0.082, 0.848
0.18, 0.192, 0.126, 0.43, 0.072
0.268, 0.272, 0.13, 0.184, 0.146
0.388, 0.128, 0.148, 0.234, 0.102
0.032, 0.12, 0.26, 0.326, 0.262
0.1, 0.412, 0.15, 0.212, 0.126
0.214, 0.152, 0.066, 0.384, 0.184
0.144, 0.514, 0.046, 0.116, 0.18
0.17, 0.078, 0.02, 0.068, 0.664
0.188, 0.25, 0.152, 0.116, 0.294
0.136, 0.072, 0.204, 0.382, 0.206
0.228, 0.308, 0.156, 0.148, 0.16
0.126, 0.198, 0.216, 0.366, 0.094
0.182, 0.292, 0.102, 0.248, 0.176
0.264, 0.118, 0.154, 0.13, 0.334
0.256, 0.198, 0.188, 0.23, 0.128
0.132, 0.606, 0.104, 0.1, 0.058
0.036, 0.028, 0.016, 0.054, 0.866
0.542, 0.182, 0.08, 0.158, 0.038
0.426, 0.184, 0.158, 0.08, 0.152
0.238, 0.168, 0.048, 0.412, 0.134
0.354, 0.094, 0.268, 0.21, 0.074
0.194, 0.086, 0.222, 0.322, 0.176
0.052, 0.168, 0.214, 0.234, 0.332
0.208, 0.272, 0.122, 0.356, 0.042
0.754, 0.178, 0.026, 0.038, 0.004
0.542, 0.126, 0.174, 0.122, 0.036
0.076, 0.09, 0.18, 0.276, 0.378
0.072, 0.042, 0.034, 0.052, 0.8
0.028, 0.018, 0.13, 0.044, 0.78
0.258, 0.208, 0.052, 0.14, 0.342
0.172, 0.31, 0.108, 0.352, 0.058
0.266, 0.242, 0.122, 0.14, 0.23
0.312, 0.264, 0.092, 0.23, 0.102
0.056, 0.1, 0.166, 0.608, 0.07
0.218, 0.152, 0.33, 0.208, 0.092
0.342, 0.246, 0.016, 0.074, 0.322
0.174, 0.148, 0.326, 0.198, 0.154
0.056, 0.206, 0.27, 0.24, 0.228
0.474, 0.212, 0.1, 0.056, 0.158
0.332, 0.208, 0.05, 0.376, 0.034
0.186, 0.19, 0.216, 0.266, 0.142
0.3, 0.266, 0.088, 0.138, 0.208
0.386, 0.258, 0.202, 0.08, 0.074
0.692, 0.142, 0.07, 0.078, 0.018
0.042, 0.756, 0.064, 0.074, 0.064
0.14, 0.182, 0.31, 0.296, 0.072
0.032, 0.016, 0.918, 0.024, 0.01
0.22, 0.25, 0.14, 0.258, 0.132
0.332, 0.188, 0.21, 0.202, 0.068
0.138, 0.226, 0.172, 0.424, 0.04
0.004, 0.002, 0.984, 0.002, 0.008
0.468, 0.098, 0.152, 0.254, 0.028
0.12, 0.126, 0.182, 0.39, 0.182
0.052, 0.102, 0.314, 0.226, 0.306
0.144, 0.18, 0.22, 0.254, 0.202
0.292, 0.186, 0.216, 0.186, 0.12
0.132, 0.294, 0.244, 0.2, 0.13
0.056, 0.084, 0.212, 0.188, 0.46
0.116, 0.472, 0.17, 0.178, 0.064
0.21, 0.148, 0.202, 0.142, 0.298
0.188, 0.338, 0.246, 0.156, 0.072
0.038, 0.018, 0.012, 0.054, 0.878
0.15, 0.208, 0.118, 0.422, 0.102
0.458, 0.268, 0.09, 0.114, 0.07
0.412, 0.29, 0.048, 0.174, 0.076
0.302, 0.274, 0.036, 0.15, 0.238
0.23, 0.16, 0.256, 0.216, 0.138
0.144, 0.128, 0.264, 0.218, 0.246
0.202, 0.138, 0.188, 0.336, 0.136
0.218, 0.184, 0.178, 0.18, 0.24
0.24, 0.216, 0.222, 0.186, 0.136
0.242, 0.182, 0.182, 0.276, 0.118
0.196, 0.132, 0.128, 0.268, 0.276
0.112, 0.202, 0.218, 0.344, 0.124
0.088, 0.07, 0.126, 0.626, 0.09
0.06, 0.25, 0.278, 0.286, 0.126
0.09, 0.042, 0.216, 0.252, 0.4
0.182, 0.186, 0.268, 0.212, 0.152
0.032, 0.146, 0.296, 0.492, 0.034
0.122, 0.098, 0.212, 0.37, 0.198
0.184, 0.174, 0.314, 0.256, 0.072
0.056, 0.078, 0.652, 0.094, 0.12
0.178, 0.156, 0.102, 0.244, 0.32
0.278, 0.12, 0.176, 0.25, 0.176
0.284, 0.418, 0.08, 0.104, 0.114
0.098, 0.098, 0.108, 0.104, 0.592
0.388, 0.23, 0.172, 0.15, 0.06
0.062, 0.178, 0.686, 0.042, 0.032
0.152, 0.222, 0.162, 0.306, 0.158
0.112, 0.062, 0.05, 0.098, 0.678
0.17, 0.128, 0.156, 0.282, 0.264
0.074, 0.056, 0.196, 0.094, 0.58
0.176, 0.484, 0.068, 0.166, 0.106
0.056, 0.156, 0.128, 0.21, 0.45
0.34, 0.176, 0.06, 0.112, 0.312
0.15, 0.348, 0.134, 0.256, 0.112
0.096, 0.198, 0.434, 0.198, 0.074
0.11, 0.22, 0.192, 0.21, 0.268
0.224, 0.308, 0.092, 0.258, 0.118
0.33, 0.134, 0.17, 0.256, 0.11
0.086, 0.094, 0.54, 0.112, 0.168
0.656, 0.15, 0.022, 0.092, 0.08
0.114, 0.314, 0.182, 0.158, 0.232
0.074, 0.038, 0.732, 0.048, 0.108
0.024, 0.05, 0.014, 0.856, 0.056
0.02, 0.042, 0.814, 0.102, 0.022
0.246, 0.15, 0.234, 0.212, 0.158
0.222, 0.17, 0.234, 0.286, 0.088
0.342, 0.17, 0.13, 0.244, 0.114
0.068, 0.046, 0.318, 0.506, 0.062
0.206, 0.27, 0.156, 0.334, 0.034
0.128, 0.168, 0.36, 0.254, 0.09
0.186, 0.22, 0.236, 0.22, 0.138
0.436, 0.336, 0.074, 0.098, 0.056
0.308, 0.194, 0.15, 0.258, 0.09
0.228, 0.212, 0.242, 0.152, 0.166
0.052, 0.128, 0.14, 0.212, 0.468
0.07, 0.158, 0.108, 0.37, 0.294
0.146, 0.43, 0.15, 0.226, 0.048
0.152, 0.186, 0.224, 0.358, 0.08
0.25, 0.148, 0.268, 0.174, 0.16
0.256, 0.134, 0.256, 0.284, 0.07
0.024, 0.046, 0.86, 0.04, 0.03
0.04, 0.034, 0.096, 0.804, 0.026
0.084, 0.124, 0.318, 0.302, 0.172
0.148, 0.154, 0.226, 0.222, 0.25
0.044, 0.028, 0.038, 0.642, 0.248
0.48, 0.158, 0.178, 0.126, 0.058
0.258, 0.22, 0.174, 0.178, 0.17
0.31, 0.198, 0.074, 0.228, 0.19
0.254, 0.284, 0.196, 0.208, 0.058
0.21, 0.238, 0.122, 0.25, 0.18
0.206, 0.6, 0.046, 0.106, 0.042
0.416, 0.206, 0.116, 0.19, 0.072
0.018, 0.016, 0.898, 0.048, 0.02
0.112, 0.39, 0.186, 0.18, 0.132
0.272, 0.178, 0.294, 0.104, 0.152
0.206, 0.184, 0.12, 0.374, 0.116
0.29, 0.16, 0.136, 0.186, 0.228
0.104, 0.164, 0.22, 0.42, 0.092
0.148, 0.178, 0.064, 0.326, 0.284
0.342, 0.18, 0.192, 0.128, 0.158
0.35, 0.134, 0.156, 0.26, 0.1
0.302, 0.146, 0.26, 0.154, 0.138
0.184, 0.228, 0.198, 0.174, 0.216
0.16, 0.22, 0.232, 0.164, 0.224
0.272, 0.122, 0.314, 0.21, 0.082
0.104, 0.09, 0.328, 0.136, 0.342
0.19, 0.23, 0.25, 0.136, 0.194
0.09, 0.044, 0.244, 0.052, 0.57
0.144, 0.268, 0.114, 0.21, 0.264
0.256, 0.284, 0.174, 0.16, 0.126
0.162, 0.156, 0.192, 0.116, 0.374
0.1, 0.084, 0.088, 0.142, 0.586
0.212, 0.076, 0.016, 0.072, 0.624
0.036, 0.048, 0.09, 0.09, 0.736
0.08, 0.1, 0.602, 0.158, 0.06
0.092, 0.126, 0.628, 0.086, 0.068
0.094, 0.276, 0.18, 0.184, 0.266
0.234, 0.188, 0.174, 0.306, 0.098
0.314, 0.21, 0.212, 0.214, 0.05
0.074, 0.064, 0.132, 0.282, 0.448
0.314, 0.178, 0.178, 0.28, 0.05
0.012, 0.014, 0.872, 0.092, 0.01
0.432, 0.138, 0.292, 0.106, 0.032
0.156, 0.166, 0.182, 0.258, 0.238
0.252, 0.174, 0.364, 0.03, 0.18
0.132, 0.188, 0.148, 0.168, 0.364
0.072, 0.256, 0.112, 0.548, 0.012
0.206, 0.264, 0.208, 0.218, 0.104
0.246, 0.246, 0.144, 0.244, 0.12
0.276, 0.238, 0.186, 0.246, 0.054
0.128, 0.072, 0.176, 0.176, 0.448
0.08, 0.13, 0.512, 0.086, 0.192
0.296, 0.252, 0.09, 0.184, 0.178
0.144, 0.318, 0.142, 0.336, 0.06
0.042, 0.096, 0.718, 0.058, 0.086
0.26, 0.16, 0.152, 0.298, 0.13
0.288, 0.198, 0.27, 0.138, 0.106
0.122, 0.192, 0.334, 0.246, 0.106
0.456, 0.2, 0.048, 0.278, 0.018
0.298, 0.144, 0.064, 0.224, 0.27
0.17, 0.498, 0.098, 0.104, 0.13
0.114, 0.728, 0.034, 0.122, 0.002
0.14, 0.15, 0.282, 0.288, 0.14
0.288, 0.126, 0.164, 0.142, 0.28
0.08, 0.178, 0.368, 0.212, 0.162
0.246, 0.298, 0.098, 0.254, 0.104
0.04, 0.616, 0.244, 0.07, 0.03
0.146, 0.216, 0.158, 0.226, 0.254
0.128, 0.11, 0.078, 0.242, 0.442
0.154, 0.148, 0.476, 0.122, 0.1
0.066, 0.28, 0.128, 0.436, 0.09
0.062, 0.072, 0.112, 0.238, 0.516
0.468, 0.142, 0.07, 0.232, 0.088
0.39, 0.116, 0.112, 0.254, 0.128
0.402, 0.446, 0.042, 0.088, 0.022
0.296, 0.136, 0.276, 0.13, 0.162
0.16, 0.286, 0.388, 0.086, 0.08
0.102, 0.106, 0.144, 0.14, 0.508
0.076, 0.06, 0.018, 0.808, 0.038
0.172, 0.352, 0.112, 0.172, 0.192
0.14, 0.11, 0.082, 0.296, 0.372
0.328, 0.128, 0.168, 0.202, 0.174
0.04, 0.096, 0.158, 0.256, 0.45
0.368, 0.224, 0.178, 0.16, 0.07
0.108, 0.174, 0.168, 0.454, 0.096
0.216, 0.22, 0.208, 0.188, 0.168
0.43, 0.064, 0.024, 0.082, 0.4
0.186, 0.282, 0.228, 0.23, 0.074
0.3, 0.202, 0.146, 0.256, 0.096
0.012, 0.022, 0.878, 0.086, 0.002
0.106, 0.49, 0.026, 0.348, 0.03
0.292, 0.144, 0.206, 0.168, 0.19
0.492, 0.268, 0.05, 0.124, 0.066
0.184, 0.364, 0.238, 0.094, 0.12
0.324, 0.164, 0.128, 0.134, 0.25
0.38, 0.26, 0.128, 0.15, 0.082
0.172, 0.212, 0.19, 0.22, 0.206
0.022, 0.128, 0.002, 0.844, 0.004
0.132, 0.234, 0.198, 0.326, 0.11
0.152, 0.142, 0.272, 0.242, 0.192
0.386, 0.096, 0.028, 0.15, 0.34
0.538, 0.306, 0.02, 0.05, 0.086
0.174, 0.182, 0.296, 0.222, 0.126
0.27, 0.152, 0.116, 0.122, 0.34
0.12, 0.11, 0.096, 0.472, 0.202
