"1", "2", "3", "4", "5"
0.238, 0.152, 0.25, 0.214, 0.146
0.088, 0.108, 0.036, 0.716, 0.052
0.106, 0.162, 0.318, 0.32, 0.094
0.24, 0.338, 0.246, 0.116, 0.06
0.362, 0.21, 0.17, 0.16, 0.098
0.178, 0.564, 0.108, 0.116, 0.034
0.258, 0.226, 0.104, 0.184, 0.228
0.248, 0.262, 0.186, 0.214, 0.09
0.142, 0.078, 0.124, 0.51, 0.146
0.258, 0.348, 0.062, 0.168, 0.164
0.25, 0.196, 0.192, 0.26, 0.102
0.116, 0.222, 0.194, 0.31, 0.158
0.102, 0.164, 0.308, 0.202, 0.224
0.208, 0.274, 0.274, 0.142, 0.102
0.172, 0.298, 0.182, 0.19, 0.158
0.074, 0.504, 0.168, 0.172, 0.082
0.222, 0.154, 0.186, 0.308, 0.13
0.234, 0.364, 0.082, 0.13, 0.19
0.388, 0.238, 0.044, 0.19, 0.14
0.208, 0.42, 0.144, 0.11, 0.118
0.292, 0.402, 0.102, 0.122, 0.082
0.262, 0.378, 0.088, 0.132, 0.14
0.328, 0.172, 0.16, 0.21, 0.13
0.29, 0.3, 0.14, 0.126, 0.144
0.37, 0.286, 0.13, 0.126, 0.088
0.216, 0.412, 0.032, 0.148, 0.192
0.324, 0.298, 0.136, 0.142, 0.1
0.216, 0.242, 0.242, 0.168, 0.132
0.278, 0.3, 0.172, 0.116, 0.134
0.138, 0.192, 0.288, 0.224, 0.158
0.128, 0.39, 0.272, 0.088, 0.122
0.246, 0.288, 0.194, 0.152, 0.12
0.236, 0.224, 0.228, 0.182, 0.13
0.574, 0.24, 0.034, 0.122, 0.03
0.47, 0.092, 0.06, 0.148, 0.23
0.208, 0.294, 0.234, 0.158, 0.106
0.346, 0.236, 0.084, 0.172, 0.162
0.276, 0.164, 0.2, 0.206, 0.154
0.238, 0.158, 0.248, 0.236, 0.12
0.382, 0.202, 0.094, 0.218, 0.104
0.338, 0.214, 0.12, 0.17, 0.158
0.134, 0.34, 0.226, 0.214, 0.086
0.264, 0.266, 0.122, 0.14, 0.208
0.066, 0.184, 0.074, 0.412, 0.264
0.168, 0.126, 0.12, 0.138, 0.448
0.25, 0.194, 0.266, 0.24, 0.05
0.174, 0.374, 0.226, 0.152, 0.074
0.314, 0.298, 0.098, 0.148, 0.142
0.156, 0.106, 0.1, 0.458, 0.18
0.244, 0.366, 0.188, 0.106, 0.096
0.158, 0.334, 0.36, 0.046, 0.102
0.442, 0.212, 0.028, 0.138, 0.18
0.47, 0.338, 0.056, 0.126, 0.01
0.328, 0.592, 0.02, 0.048, 0.012
0.36, 0.332, 0.034, 0.112, 0.162
0.288, 0.322, 0.064, 0.214, 0.112
0.144, 0.132, 0.116, 0.474, 0.134
0.624, 0.218, 0.046, 0.06, 0.052
0.406, 0.276, 0.092, 0.124, 0.102
0.27, 0.212, 0.134, 0.248, 0.136
0.33, 0.266, 0.12, 0.102, 0.182
0.204, 0.204, 0.2, 0.236, 0.156
0.326, 0.186, 0.31, 0.098, 0.08
0.192, 0.164, 0.228, 0.262, 0.154
0.392, 0.3, 0.096, 0.166, 0.046
0.256, 0.276, 0.118, 0.252, 0.098
0.282, 0.196, 0.236, 0.216, 0.07
0.272, 0.324, 0.124, 0.1, 0.18
0.182, 0.244, 0.316, 0.184, 0.074
0.16, 0.068, 0.002, 0.69, 0.08
0.21, 0.51, 0.066, 0.186, 0.028
0.39, 0.11, 0.174, 0.228, 0.098
0.708, 0.106, 0.034, 0.066, 0.086
0.17, 0.454, 0.08, 0.188, 0.108
0.288, 0.23, 0.086, 0.208, 0.188
0.13, 0.292, 0.222, 0.164, 0.192
0.182, 0.216, 0.154, 0.264, 0.184
0.332, 0.158, 0.056, 0.25, 0.204
0.268, 0.242, 0.3, 0.102, 0.088
0.688, 0.164, 0.058, 0.05, 0.04
0.478, 0.176, 0.074, 0.128, 0.144
0.28, 0.234, 0.164, 0.25, 0.072
0.09, 0.236, 0.246, 0.272, 0.156
0.418, 0.268, 0.108, 0.16, 0.046
0.248, 0.262, 0.132, 0.22, 0.138
0.276, 0.284, 0.2, 0.182, 0.058
0.228, 0.16, 0.364, 0.126, 0.122
0.242, 0.196, 0.166, 0.266, 0.13
0.6, 0.158, 0.16, 0.072, 0.01
0.394, 0.186, 0.138, 0.156, 0.126
0.038, 0.32, 0.24, 0.248, 0.154
0.6, 0.116, 0.026, 0.154, 0.104
0.2, 0.16, 0.29, 0.254, 0.096
0.202, 0.33, 0.27, 0.152, 0.046
0.38, 0.306, 0.108, 0.086, 0.12
0.21, 0.276, 0.232, 0.24, 0.042
0.348, 0.32, 0.03, 0.15, 0.152
0.358, 0.32, 0.184, 0.098, 0.04
0.2, 0.536, 0.078, 0.1, 0.086
0.156, 0.34, 0.212, 0.17, 0.122
0.4, 0.132, 0.03, 0.126, 0.312
0.214, 0.192, 0.024, 0.194, 0.376
0.406, 0.198, 0.026, 0.162, 0.208
0.254, 0.342, 0.166, 0.18, 0.058
0.214, 0.162, 0.19, 0.268, 0.166
0.184, 0.192, 0.274, 0.26, 0.09
0.228, 0.248, 0.24, 0.178, 0.106
0.12, 0.388, 0.158, 0.24, 0.094
0.124, 0.178, 0.228, 0.27, 0.2
0.436, 0.32, 0.092, 0.142, 0.01
0.218, 0.198, 0.18, 0.236, 0.168
0.176, 0.204, 0.166, 0.344, 0.11
0.45, 0.176, 0.09, 0.186, 0.098
0.344, 0.158, 0.168, 0.242, 0.088
0.352, 0.284, 0.128, 0.128, 0.108
0.232, 0.482, 0.11, 0.15, 0.026
0.092, 0.278, 0.076, 0.27, 0.284
0.262, 0.466, 0.016, 0.15, 0.106
0.202, 0.234, 0.172, 0.238, 0.154
0.268, 0.16, 0.16, 0.326, 0.086
0.496, 0.264, 0.044, 0.142, 0.054
0.206, 0.252, 0.124, 0.328, 0.09
0.142, 0.122, 0.354, 0.232, 0.15
0.19, 0.248, 0.23, 0.228, 0.104
0.15, 0.096, 0.092, 0.1, 0.562
0.246, 0.26, 0.208, 0.176, 0.11
0.2, 0.2, 0.236, 0.22, 0.144
0.202, 0.248, 0.146, 0.196, 0.208
0.176, 0.284, 0.23, 0.184, 0.126
0.206, 0.346, 0.216, 0.124, 0.108
0.21, 0.166, 0.11, 0.45, 0.064
0.302, 0.26, 0.18, 0.178, 0.08
0.178, 0.12, 0.058, 0.634, 0.01
0.496, 0.256, 0.066, 0.116, 0.066
0.238, 0.192, 0.218, 0.238, 0.114
0.254, 0.202, 0.248, 0.196, 0.1
0.294, 0.21, 0.224, 0.136, 0.136
0.176, 0.202, 0.15, 0.352, 0.12
0.43, 0.244, 0.094, 0.182, 0.05
0.242, 0.196, 0.116, 0.3, 0.146
0.234, 0.346, 0.106, 0.248, 0.066
0.122, 0.4, 0.238, 0.094, 0.146
0.208, 0.362, 0.156, 0.16, 0.114
0.474, 0.244, 0.058, 0.084, 0.14
0.328, 0.184, 0.046, 0.19, 0.252
0.592, 0.136, 0.056, 0.136, 0.08
0.24, 0.222, 0.16, 0.204, 0.174
0.338, 0.36, 0.118, 0.138, 0.046
0.318, 0.312, 0.094, 0.23, 0.046
0.342, 0.124, 0.134, 0.252, 0.148
0.196, 0.192, 0.168, 0.284, 0.16
0.266, 0.12, 0.108, 0.324, 0.182
0.24, 0.344, 0.036, 0.21, 0.17
0.292, 0.224, 0.206, 0.18, 0.098
0.358, 0.38, 0.088, 0.096, 0.078
0.288, 0.21, 0.136, 0.224, 0.142
0.214, 0.174, 0.328, 0.176, 0.108
0.336, 0.582, 0.028, 0.028, 0.026
0.292, 0.216, 0.1, 0.278, 0.114
0.146, 0.212, 0.044, 0.112, 0.486
0.348, 0.308, 0.08, 0.236, 0.028
0.216, 0.254, 0.194, 0.262, 0.074
0.106, 0.786, 0.008, 0.084, 0.016
0.294, 0.39, 0.076, 0.12, 0.12
0.192, 0.272, 0.154, 0.314, 0.068
0.232, 0.272, 0.184, 0.246, 0.066
0.06, 0.244, 0.084, 0.436, 0.176
0.144, 0.414, 0.098, 0.182, 0.162
0.274, 0.244, 0.164, 0.158, 0.16
0.298, 0.144, 0.274, 0.178, 0.106
0.254, 0.212, 0.264, 0.184, 0.086
0.414, 0.264, 0.086, 0.184, 0.052
0.242, 0.13, 0.306, 0.292, 0.03
0.626, 0.236, 0.022, 0.068, 0.048
0.302, 0.218, 0.052, 0.224, 0.204
0.446, 0.222, 0.148, 0.124, 0.06
0.446, 0.236, 0.082, 0.114, 0.122
0.136, 0.26, 0.342, 0.18, 0.082
0.436, 0.248, 0.056, 0.108, 0.152
0.354, 0.158, 0.114, 0.248, 0.126
0.354, 0.314, 0.06, 0.168, 0.104
0.326, 0.242, 0.134, 0.222, 0.076
0.5, 0.356, 0.01, 0.058, 0.076
0.274, 0.104, 0.078, 0.104, 0.44
0.148, 0.142, 0.222, 0.256, 0.232
0.3, 0.166, 0.032, 0.106, 0.396
0.232, 0.452, 0.106, 0.1, 0.11
0.56, 0.154, 0.148, 0.108, 0.03
0.386, 0.108, 0.106, 0.318, 0.082
0.466, 0.15, 0.142, 0.166, 0.076
0.086, 0.234, 0.254, 0.26, 0.166
0.234, 0.152, 0.04, 0.086, 0.488
0.382, 0.246, 0.042, 0.218, 0.112
0.084, 0.102, 0.104, 0.544, 0.166
0.188, 0.392, 0.122, 0.144, 0.154
0.24, 0.476, 0.196, 0.07, 0.018
0.298, 0.244, 0.186, 0.192, 0.08
0.458, 0.148, 0.034, 0.154, 0.206
0.17, 0.26, 0.184, 0.176, 0.21
0.36, 0.252, 0.126, 0.226, 0.036
0.162, 0.27, 0.208, 0.204, 0.156
0.272, 0.232, 0.118, 0.198, 0.18
0.46, 0.296, 0.02, 0.126, 0.098
0.29, 0.406, 0.07, 0.134, 0.1
0.332, 0.15, 0.244, 0.128, 0.146
0.198, 0.268, 0.126, 0.188, 0.22
0.408, 0.216, 0.056, 0.164, 0.156
0.216, 0.304, 0.124, 0.28, 0.076
0.382, 0.292, 0.008, 0.19, 0.128
0.18, 0.56, 0.092, 0.134, 0.034
0.264, 0.172, 0.276, 0.204, 0.084
0.132, 0.486, 0.138, 0.18, 0.064
0.248, 0.182, 0.212, 0.234, 0.124
0.306, 0.172, 0.106, 0.212, 0.204
0.496, 0.334, 0.014, 0.102, 0.054
0.502, 0.268, 0.088, 0.068, 0.074
0.216, 0.184, 0.322, 0.234, 0.044
0.214, 0.272, 0.246, 0.15, 0.118
0.346, 0.138, 0.204, 0.186, 0.126
0.216, 0.422, 0.072, 0.256, 0.034
0.282, 0.472, 0.06, 0.11, 0.076
0.094, 0.08, 0.062, 0.178, 0.586
0.226, 0.232, 0.172, 0.194, 0.176
0.288, 0.232, 0.15, 0.226, 0.104
0.314, 0.21, 0.078, 0.334, 0.064
0.304, 0.162, 0.152, 0.316, 0.066
0.11, 0.264, 0.15, 0.352, 0.124
0.124, 0.174, 0.18, 0.28, 0.242
0.026, 0.476, 0.194, 0.194, 0.11
0.184, 0.226, 0.244, 0.172, 0.174
0.38, 0.136, 0.252, 0.152, 0.08
0.208, 0.172, 0.248, 0.212, 0.16
0.302, 0.228, 0.144, 0.208, 0.118
0.234, 0.294, 0.182, 0.16, 0.13
0.128, 0.206, 0.218, 0.21, 0.238
0.326, 0.204, 0.192, 0.174, 0.104
0.262, 0.278, 0.208, 0.164, 0.088
0.412, 0.222, 0.048, 0.138, 0.18
0.226, 0.09, 0.412, 0.184, 0.088
0.282, 0.17, 0.122, 0.326, 0.1
0.468, 0.35, 0.034, 0.088, 0.06
0.382, 0.136, 0.024, 0.134, 0.324
0.442, 0.216, 0.046, 0.158, 0.138
0.366, 0.226, 0.036, 0.11, 0.262
0.488, 0.236, 0.06, 0.194, 0.022
0.28, 0.116, 0.09, 0.224, 0.29
